Author,Review URL,Description,Rating
Somnath Jana,https://www.zoma.to/DNlogn,"Meghana is now a very well known eatery specially for their biriyani's in bangalore. I had been to their kormanagala brunch many times. Now they are at marathalli ,near to my place so when ever we wish to have biriyani we call meghana. Well the place will be very crowded during lunch and dinner, so take away/home delivery is a better option. We order Hyderabadi/boneless/meghna-special chicken biriyani and i must say the taste is always good , long basmati rice, little spicy masala and tendered meat. You will definitely like their biriyani as all of my friends who ever tasted became a fan of meghna's biriyani. If you are a spicy lover ask for double masala. Apart from biriyani i have tried guntoor chicken and peper chicken were decent. Andhra style meal is ordinary. Price is reasonable and quantity is huge. Service is prompt so the home deliveries. <br/>Do i recommend : Definitely<br/><br/>Food:3.5/5<br/>Service:3.5/5<br/>Value for money: 4/5<br/>Price:3.5/5",3.5
Prinu George,https://www.zoma.to/XnppLo,"Whenever I miss authentic Andhra meals I come down to this place. Not served in plates, only banana leaf which adds to the authenticity. <br/>I had been to their MG road outlet and since then the food and their service stuck to my head which dragged me to this place.<br/>Meals as usual had all Andhra  favorites like palak pappu, Sambhar, rasam, fry, curd, ghee, pickles, dal powder etc. <br/>We went for hot n sour soup and pepper chicken. The former was just okay but latter disappointed. The chicken wasn't crispy at all. <br/>Overall, I would recommend this place for fun family lunch or dinner. Try their guntur varieties. This place can get crowded during weekends and so expect some waiting.<br/>",4.0
Bhumi,https://www.zoma.to/DNzQDB,"I am not a big fan of biriyani's. My friend took me to meghana as it is famous for biriyanis. She ordered Nattu kozhi biriyani and claimed it to be good. As far as veg is concerned, i would only give 3 rating. It was just to ok. But, chilly mushroom was awesome. ",3.0
Arjun,https://www.zoma.to/DNzvbn,"One of the best biryanis on offer in bangalore. But apart from that the food is not that great. We ordered chilli chicken and paneer chicken and for the first time i felt that the veg dish was way better than the nonveg one.. Chilly chicken was very very dry and it was not spicy at all, even though we ordered for spicy. Then came the biryanis, veg and boneless chicken ones and they were lip smacking!!",3.0
Sathya,https://www.zoma.to/ZMvYwz,"One of the best Hyderabadi Biryani in Bangalore. Ordered boneless chicken biryani & meghana spl chicken biryani (chicken coated in egg), special chicken ( methi chicken ) was awesome - meat fresh & juicy. Must try.",4.5
Kanvita,https://www.zoma.to/qvmaXo,They just don't do any home delivery even at a distance of 1km even if the order amount is Rs400 . This is very disappointing and I would like to say that they should just not show any home delivery options at all when you cannot handle the cost or do not have the resources for it .,1.0
Sachin Ghodke,https://www.zoma.to/XnXkoZ,"Tried this place twice, good for non-vegetarians...! Found always crowded....<br/>Ambience wise it was ok!  <br/> Less spicy, less oily..nice food!  Try Meghana special biryani..!!",4.0
Tushar Pant,https://www.zoma.to/AKXdpq,"I'll give 4 for biryani.<br/>Though a hard core non vegetarian,I would take a break here and order veg biryani.its yum.<br/>Having said that,non veg is delicious as well..just that veg takes a leap.<br/><br/>All 4 for biryani..rest a typical south indian place.<br/><br/>Recommended - Biryani all the way..",4.0
Satish AK,https://www.zoma.to/oveKxe,"I went to this place thinking that it is a traditional mess kind of environment but contrary to my thoughts I should say it was actually a mess turned into a handsome small-time restaurant.<br/>Ambience doesn't pose a catchy kind of look but convincingly good enough for having food. Seating is better but not the best I shud say.<br/>It is a typical Andhra food place and well known for the andhra meals option. I liked the table routine of having the preparedness of banana leaflet ready for getting served. <br/>We straight away ordered for our favorite andhra meals and it was served within 5 min and the feast starts with the best known order of pappu (yellow dhal), gun powder and tomato pickle. The we followed with regular dishes of sambhar, rasam and finally curd.<br/>I should say it was an ultimate experience because I had good Andhra meals after a gap of nearly 4 months.<br/>Service was prompt but needs improvement.<br/>Cost factor is economical considering the meals option but the non-veg side is yet to be tasted. I will make sure that I will visit this place again for having the non-veg food as I had received some positive reviews.<br/>Food - 4.5/5<br/>Ambience - 2.5/5<br/>Service - 3.5/5<br/>Cost - 4/5",3.5
Praveen R,https://www.zoma.to/ovznPQ,"Ordered 2 bone less biryani but delivered two biryani wth out chicken , but the delivery boy collected full amount.. after we noticed that we have received only one chicken packet .. we called to the management one packet has missed in the delivery, they said that they are going to deliver it. But they have not delivered. Such a worst service i have ever seen.",1.0
Sridhar,https://www.zoma.to/peBNGQ,I was here on a weekday for lunch along with friends. Located on the opposite side of the multiplex there is no valet available and it is a bit of a challenge to get a parking on the service road.<br/>Restaurant has 2 levels first and second floor. At 1.15pm first floor was already full so we got a table on the second floor. Ambiance wise this is better than koramangala and jayanagar outlets. <br/>Menu is more or less the same across outlets. <br/>we ordered pepper chicken dry which is semi gravy not exactly dry and goes well with some plain hot and steaming rice. For biryani we ordered the boneless variety and meghana special. We also ordered a chicken fried rice. The biryanis taste is very consistent and portions are reasonable.  The spice levels are very high. The chicken fried rice was different and tasty.  It had shreds of fried chicken which were crispy and tasted nice.<br/>Overall a good experience and the bill was around 700. ,3.5
Nameesh (Fodyssey),https://www.zoma.to/ovPPyq,"This chain of hotels has established itself as one of the best brands in Bangalore serving Briyanis.  Gone are the days when people used to go only to ‘Hyderabadi Biryani’ to have biryanis, coz Meghana food has gone past in terms of the popularity.  You can make out by looking at the people visiting the restaurant.  I have had a mixed bad feeling when it comes to this restaurant.  The Koramangala one being the best and most populate and super crowded, Jayanagar is so so I would say.  Then comes the Marathahalli branch which is happening.<br/><br/>To my surprise, it is located bang opposite to the most popular eating spot in Bangalore, the Absolute Barbecues.  Well well, I guess the fans of Biryani would goto this place matter on what items gets served at other places.  Its just like my case when it was a weekend and I wanted to eat some rice as I had not had it since past 2-days.  I got there and find that its situated on the 1st & 2nd floor of building.  The irritating part is that there isn’t any lift there.<br/><br/>As I got, I see that it was filled with people waiting, those looking to enter inside, those coming out, basically it was full of life.  And then I settled myself to sitting at a place and immediately the manager taking care of my side of seating gave the menu and then next 1-2 mts there was another asking for order.  I guess they are also aware that people going there would have already decided what to eat.<br/>Without hesitation I too ordered for the ‘Veg Biryani’ and ‘Paneer Biryani’.  Along with that ‘Lime-sode’, which was not there as they had run out of lemon.  That was a bit irritating coz its was just 9.45pm and still 1-1/2 hrs to closure was there.  I think they should go and get it from outside inside of saying that they are out of lemons.<br/>Anyways, ended up taking Sprite and Coke instead.<br/><br/>The biryanis were served in matter of 2-3 mts.  Before that they giving the bowls containing ‘Gravy’ and ‘Raita’.  Those items are unlimited and you can ask for any amount of it.  <br/>Started by taking the Veg Biryani which tasted quite good.  Was not quite happy with the gravy as is it did not seem spicy.  I mean the biryani it should be less spicy but then the gravy should add more spice.  But anyways, the taste was there.  Just that I did not feel it reached to the level as the ‘Koramangala’ branch but yes better than the Jayanagar one.<br/>After eating 1/2 of the veg biryani, took the Paneer Biryani which I think is the same just that you get the additional Paneer which makes it more heavier.  I would say its fun to have it so that you can eat paneer.  The paneer was decently cooked as was on the softer side.<br/><br/>Now, one things I like about the biryani here is that the quantity is quite perfect and you don’t feel that it is heavy on the stomach.  One biryani for dinner is the ideal to have.  <br/>I think I ended asking for gravy and raita 1-2 times, the person serving obliged by giving it to us.  And also gave us some onions to eat along with biryani.  Overall had a good time having dinner there.<br/><br/>My rating would be at 3.5 for this place.  For all the reasons that they serve decent biryani.  But yes I think the only challenge there with the crowd, they all seem to be in some kind of hurry.  Or I am not sure if they think they are in some ‘Mess’ of ‘Hostel Cafeteria’, where in people just come and eat an go.  Or may be its a bit too cramped up.  Overall I they are pretty good.  Just that I would want they to compare the tastes at different branches and keep it consistent.<br/><br/>Food for 2 would come around Rs.350 including 2 soft drinks.<br/><br/>My other ratings would be -<br/>Food - 3.5/5<br/>Service - 3.5/5<br/>Ambience - 3.0/5<br/>Drinks - 3.25/5",3.5
