Area,Restaurant Name,Rating,Cuisine,Price,Link
Koramangala,Blue Tokai Coffee Roasters,N/A,"Cafe, Coffee, Beverages",₹500 for two,https://www.zomato.com/bangalore/blue-tokai-coffee-roasters-domlur-bangalore/info
Koramangala,154 Breakfast Club,N/A,"Continental, British, Burger, Coffee, Cafe, Sandwich, Pancake, Desserts","₹1,100 for two",https://www.zomato.com/bangalore/154-breakfast-club-jp-nagar-bangalore/info
Koramangala,We: Neighborhood,N/A,"North Indian, Continental, Burger, Pizza, Pasta, Biryani, Desserts, Beverages","₹1,300 for two",https://www.zomato.com/bangalore/we-neighborhood-banaswadi-bangalore/info
Koramangala,Wabi Sabi - The Oberoi,N/A,"Asian, Chinese","₹6,000 for two",https://www.zomato.com/bangalore/wabi-sabi-the-oberoi-mg-road-bangalore/info
Koramangala,Radio Bar,N/A,"Bar Food, North Indian, Seafood, Chinese, Pizza, Italian, Desserts, Beverages","₹3,500 for two",https://www.zomato.com/bangalore/radio-bar-bellandur-bangalore/info
Koramangala,Geist Brewing Co.,N/A,"North Indian, Bar Food, American","₹1,700 for two",https://www.zomato.com/bangalore/geist-brewing-co-jakkur-bangalore/info
Koramangala,Smoke House Deli,N/A,"Continental, Italian, BBQ, Fast Food, Ice Cream, Salad, Desserts, Beverages","₹2,300 for two",https://www.zomato.com/SmokeHouseDeli-LavelleRoad/info
Koramangala,Kappa Chakka Kandhari,N/A,"Kerala, South Indian, Desserts, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/kappa-chakka-kandhari-koramangala-6th-block-bangalore/info
Koramangala,Boteco Restaurante Brasileiro,N/A,"Brazilian, South American, European, Finger Food, Desserts, Coffee, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/boteco-restaurante-brasileiro-ashok-nagar-bangalore/info
Koramangala,Dolphins - Kitchen,N/A,"Chinese, Mughlai, North Indian, Mangalorean","₹1,000 for two",https://www.zomato.com/bangalore/dolphins-kitchen-frazer-town-bangalore/info
Koramangala,Maffei Kitchen,N/A,"Lebanese, Greek, Moroccan, Desserts, Pizza, Seafood, Alcoholic Beverages, Beverages","₹2,400 for two",https://www.zomato.com/bangalore/maffei-kitchen-1-koramangala-5th-block-bangalore/info
Koramangala,Chinita Real Mexican Food,N/A,"Mexican, Salad, Desserts, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/chinita-real-mexican-food-indiranagar/info
Koramangala,Hype - Shangri-La Hotel,N/A,"Finger Food, Beverages, Desserts","₹3,500 for two",https://www.zomato.com/bangalore/hype-shangri-la-hotel-vasanth-nagar-bangalore/info
Koramangala,Soofi Mandi Restaurant,N/A,"Biryani, Mandi, North Indian, Chinese, Salad, Fast Food","₹1,000 for two",https://www.zomato.com/bangalore/soofi-mandi-restaurant-bannerghatta-road-bangalore/info
Koramangala,Zaffran - North West Frontier Kitchen & Bar By TBC,N/A,"North Indian, Mughlai, Biryani, Seafood, Kebab, Ice Cream, Desserts, Bar Food","₹1,500 for two",https://www.zomato.com/bangalore/zaffran-north-west-frontier-kitchen-bar-by-tbc-marathahalli-bangalore/info
Koramangala,Therpup Resort,N/A,"Continental, Chinese","₹1,000 for two",https://www.zomato.com/bangalore/therpup-resort-sarjapur-road-bangalore/info
Koramangala,The Royal Afghan - ITC Windsor,N/A,"North Indian, Afghan","₹7,000 for two",https://www.zomato.com/bangalore/the-royal-afghan-itc-windsor-sankey-road-bangalore/info
Koramangala,The Lotus Oriental - The Leela Bhartiya City,N/A,"Thai, Oriental, Japanese, Asian, Desserts, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/the-lotus-oriental-the-leela-bhartiya-city-jakkur-bangalore/info
Koramangala,Once Upon A Flame,N/A,"Steak, Continental, Burger, Pasta, Salad, Seafood, Desserts, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/once-upon-a-flame-hsr/info
Koramangala,Bengaluru Cafe,N/A,South Indian,₹100 for two,https://www.zomato.com/bangalore/bengaluru-cafe-jayanagar-bangalore/info
Koramangala,Turkish Souk,N/A,"Turkish, BBQ, Lebanese, North Indian","₹1,600 for two",https://www.zomato.com/bangalore/turkish-souk-rajarajeshwari-nagar-bangalore/info
Koramangala,Coal Spark,N/A,"North Indian, Seafood, BBQ, Chinese, Mughlai, Arabian, Mandi, Biryani","₹1,500 for two",https://www.zomato.com/bangalore/coal-spark-hsr-bangalore/info
Koramangala,Kerbside Bistro,N/A,"Cafe, Continental, Italian, American, Fast Food, Desserts, Beverages",₹900 for two,https://www.zomato.com/bangalore/kerbside-bistro-sadashiv-nagar-bangalore/info
Koramangala,Blue Ginger - The Taj West End,N/A,"Vietnamese, Seafood, Salad, Chinese, Desserts","₹4,000 for two",https://www.zomato.com/bangalore/blue-ginger-the-taj-west-end-race-course-road/info
Koramangala,The Himalayan,N/A,"Korean, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/the-himalayan-koramangala-5th-block-bangalore/info
Koramangala,Salone Ceylon By Harpo,N/A,"Seafood, Desserts, Sri Lankan","₹1,000 for two",https://www.zomato.com/bangalore/salone-ceylon-by-harpo-devanahalli/info
Koramangala,Grill Daddy,N/A,"Continental, Pizza, Burger, Sandwich, Steak, Desserts, Shake, Beverages","₹1,100 for two",https://www.zomato.com/bangalore/grill-daddy-hsr-bangalore/info
Koramangala,Truly North Indian,N/A,North Indian,₹250 for two,https://www.zomato.com/bangalore/truly-north-indian-bellandur-bangalore/info
Koramangala,Mainland China,N/A,"Chinese, Asian, Seafood, Sushi, Bar Food, Beverages","₹2,300 for two",https://www.zomato.com/bangalore/mainland-china-whitefield/info
Koramangala,Vembanad - The Paul Bangalore,N/A,"Kerala, Seafood, Desserts","₹3,200 for two",https://www.zomato.com/bangalore/vembanad-the-paul-bangalore-domlur-bangalore/info
Koramangala,S N Refreshments,N/A,South Indian,₹100 for two,https://www.zomato.com/bangalore/s-n-refreshments-jp-nagar/info
Koramangala,Tuk Tuk Thai - Pure Veg Asian Fine Dine,N/A,"Thai, Asian, Chinese, Desserts, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/tuk-tuk-thai-pure-veg-asian-fine-dine-whitefield-bangalore/info
Koramangala,Mezzaluna Casual Dining,N/A,"Continental, North Indian, Mughlai, Biryani, Seafood, Pasta, Fast Food, Desserts","₹1,000 for two",https://www.zomato.com/bangalore/mezzaluna-casual-dining-3-indiranagar-bangalore/info
Koramangala,Kyba- Sushi Dim Sums & More,N/A,"Chinese, Thai, Sushi, Japanese, Asian, Seafood, Desserts","₹2,300 for two",https://www.zomato.com/bangalore/kyba-sushi-dim-sums-more-sahakara-nagar-bangalore/info
Koramangala,The Local,N/A,"Pizza, Continental, Burger, Seafood, Kerala, Finger Food, Beverages","₹1,600 for two",https://www.zomato.com/bangalore/the-local-kalyan-nagar-bangalore/info
Koramangala,Starbucks Coffee,N/A,"Cafe, Coffee, Desserts, Beverages",₹900 for two,https://www.zomato.com/bangalore/starbucks-coffee-hsr-bangalore/info
Koramangala,Cape's Master Chef,N/A,"North Indian, Chinese, Continental, Italian, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/capes-master-chef-attibele-bangalore/info
Koramangala,Mango Greens,N/A,"North Indian, Asian, Fast Food, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/mango-greens-hennur-bangalore/info
Koramangala,Brewsom Coffee,N/A,"Cafe, Coffee, Shake, Fast Food, Sandwich",₹600 for two,https://www.zomato.com/bangalore/brewsom-coffee-kalyan-nagar-bangalore/info
Koramangala,Karma Foods,N/A,"North Indian, Chinese, Momos",₹150 for two,https://www.zomato.com/bangalore/karma-foods-brookefield-bangalore/info
Koramangala,Le Cirque Signature - The Leela Palace,N/A,"French, Italian, Desserts","₹7,000 for two",https://www.zomato.com/bangalore/le-cirque-signature-the-leela-palace-airport-road/info
Koramangala,Fireside: Flame Craft Dining,N/A,"BBQ, Cuisine Varies, American, Charcoal Chicken, Grilled Chicken","₹3,300 for two",https://www.zomato.com/bangalore/fireside-flame-craft-dining-kalyan-nagar-bangalore/info
Koramangala,Nothing Before Coffee,N/A,"Cafe, Coffee, Desserts, Tea, Shake, Beverages",₹350 for two,https://www.zomato.com/bangalore/nothing-before-coffee-2-residency-road-bangalore/info
Koramangala,Cafe Du L'Amour,N/A,"Coffee, Continental, Pancake, Pizza, Italian","₹1,400 for two",https://www.zomato.com/bangalore/cafe-du-lamour-1-koramangala-4th-block-bangalore/info
Koramangala,Snoopy Paws Cafe,N/A,"Continental, Pizza, Steak, Sandwich, Fast Food, Beverages",₹850 for two,https://www.zomato.com/bangalore/snoopy-paws-cafe-yelahanka-bangalore/info
Koramangala,Tim Hortons,N/A,"Cafe, Coffee, Italian, Sandwich, Fast Food","₹1,500 for two",https://www.zomato.com/bangalore/tim-hortons-hsr-bangalore/info
Koramangala,Hunan Square,N/A,"Chinese, Thai, Rolls, Sushi, Asian","₹1,200 for two",https://www.zomato.com/bangalore/hunan-square-1-electronic-city-bangalore/info
Koramangala,Espressoulster Coffee,N/A,"Cafe, Coffee, Bakery, Beverages, Continental, Desserts, Pasta, Sandwich",₹660 for two,https://www.zomato.com/bangalore/espressoulster-coffee-2-koramangala-4th-block-bangalore/info
Koramangala,Tastique,N/A,"North Indian, Chinese, Beverages, Street Food","₹1,500 for two",https://www.zomato.com/bangalore/tastique-6-nagawara-bangalore/info
Koramangala,Monk's Bar & Social,N/A,"Bar Food, South Indian, Asian, European, Italian, North Indian, Desserts, Beverages","₹1,900 for two",https://www.zomato.com/bangalore/monks-bar-social-bannerghatta-road-bangalore/info
Koramangala,Maison Du Brownie And Cheese Cake,N/A,"Desserts, Bakery, Beverages, Fast Food",₹300 for two,https://www.zomato.com/bangalore/maison-du-brownie-and-cheese-cake-1-indiranagar-bangalore/info
Koramangala,Sri Raghavendra Stores,N/A,South Indian,₹100 for two,https://www.zomato.com/bangalore/sri-raghavendra-stores-malleshwaram/info
Koramangala,Demitasse Coffee,N/A,"Cafe, Coffee, Beverages",₹300 for two,https://www.zomato.com/bangalore/demitasse-coffee-brookefield-bangalore/info
Koramangala,Aaleeshan,N/A,"Modern Indian, Biryani, Beverages","₹5,000 for two",https://www.zomato.com/bangalore/aaleeshan-devanahalli/info
Koramangala,Cafe Green Bean,N/A,"Burger, Fast Food, North Indian, Salad, Sandwich, Street Food, Wraps, American","₹1,100 for two",https://www.zomato.com/bangalore/cafe-green-bean-2-yelahanka-bangalore/info
Koramangala,Mani's Dum Biryani,N/A,"Biryani, North Indian, Beverages",₹900 for two,https://www.zomato.com/bangalore/manis-dum-biryani-hsr-bangalore/info
Koramangala,Mathe Cafe,N/A,"Coffee, Beverages, Continental, Italian, Pizza, Burger, Sandwich, Shake",₹300 for two,https://www.zomato.com/bangalore/mathe-cafe-domlur-bangalore/info
Koramangala,Board 4 Bored,N/A,"Beverages, Desserts, Pizza, Pasta, Sandwich, Continental","₹1,000 for two",https://www.zomato.com/bangalore/board-4-bored-rajarajeshwari-nagar-bangalore/info
Koramangala,Soi & Sake - Taj Bangalore,N/A,"Chinese, Japanese","₹4,900 for two",https://www.zomato.com/bangalore/soi-sake-taj-bangalore-devanahalli/info
Koramangala,Season - Adarsh Hamilton,N/A,"North Indian, Italian, Asian, Continental, South Indian, Oriental, Desserts, Beverages","₹2,000 for two",https://www.zomato.com/bangalore/season-adarsh-hamilton-richmond-road-bangalore/info
Koramangala,Europa 360- Radisson Blu Outer ring road,N/A,European,"₹4,000 for two",https://www.zomato.com/bangalore/europa-360-radisson-blu-outer-ring-road-marathahalli-bangalore/info
Koramangala,Chikkanna Tiffin Room,N/A,South Indian,₹200 for two,https://www.zomato.com/bangalore/chikkanna-tiffin-room-1-city-market-bangalore/info
Koramangala,Antra Veg Restaurant,N/A,"North Indian, Chinese, Oriental, Desserts, Shake, Beverages",₹800 for two,https://www.zomato.com/bangalore/antra-veg-restaurant-banashankari-bangalore/info
Koramangala,NH7 Refuel,N/A,"North Indian, Chinese, Biryani, Beverages, Shake, Desserts, Continental","₹1,200 for two",https://www.zomato.com/bangalore/nh7-refuel-devanahalli/info
Koramangala,The Coorg Food Co.,N/A,"South Indian, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/the-coorg-food-co-1-kalyan-nagar-bangalore/info
Koramangala,Coffee Mechanics,N/A,"Cafe, Coffee, Fast Food, Continental, Salad, Bakery",₹900 for two,https://www.zomato.com/bangalore/coffee-mechanics-hbr-layout/info
Koramangala,La Truffle Aroma,N/A,"Cafe, Coffee, Desserts, Bakery",₹550 for two,https://www.zomato.com/bangalore/la-truffle-aroma-1-kadubeesanahalli-bangalore/info
Koramangala,Core @BLVD Club,N/A,"European, Modern Indian, Oriental, North Indian, Desserts, Burger","₹2,200 for two",https://www.zomato.com/bangalore/core-@blvd-club-yelahanka-bangalore/info
Koramangala,Bira 91 Taproom,N/A,"Bar Food, Fast Food, Italian, Beverages","₹3,500 for two",https://www.zomato.com/bangalore/bira-91-taproom-devanahalli/info
Koramangala,Mahjong Room - WelcomHotel By ITC Hotels,N/A,Chinese,"₹1,400 for two",https://www.zomato.com/bangalore/mahjong-room-welcomhotel-by-itc-hotels-richmond-road-bangalore/info
Koramangala,Raghavendra Tiffin,N/A,"South Indian, Desserts",₹150 for two,https://www.zomato.com/bangalore/raghavendra-tiffin-hsr/info
Koramangala,Costa Coffee,N/A,"Cafe, Coffee",₹300 for two,https://www.zomato.com/bangalore/costa-coffee-sadashiv-nagar-bangalore/info
Koramangala,Echo Cocktail and Tapas Bar,N/A,Continental,"₹4,000 for two",https://www.zomato.com/bangalore/echo-cocktail-and-tapas-bar-bellandur-bangalore/info
Koramangala,The Humble Pie,N/A,"Bakery, Desserts, Beverages, Cake, Coffee",₹300 for two,https://www.zomato.com/bangalore/the-humble-pie-hsr-bangalore/info
Koramangala,SLAY Coffee Bar,N/A,"Cafe, Coffee, Beverages, Fast Food, Sandwich, Burger",₹600 for two,https://www.zomato.com/bangalore/slay-coffee-bar-koramangala-7th-block-bangalore/info
Koramangala,Mugful Of Stories,N/A,"Desserts, Bakery, Shake, Beverages",₹300 for two,https://www.zomato.com/bangalore/mugful-of-stories-kalyan-nagar/info
Koramangala,Hotel Roti Park,N/A,"Chinese, North Indian",₹600 for two,https://www.zomato.com/bangalore/hotel-roti-park-nagarbhavi/info
Koramangala,Healthy Fuel,N/A,"Healthy Food, Cafe, Beverages, Juices, Sandwich, Shake",₹500 for two,https://www.zomato.com/bangalore/healthy-fuel-kalyan-nagar-bangalore/info
Koramangala,Cremeux Pizza & Bakery Cafe,N/A,"Pizza, Bakery, Cafe, Sandwich, Beverages, Burger",₹300 for two,https://www.zomato.com/bangalore/cremeux-pizza-bakery-cafe-btm-bangalore/info
Koramangala,Fabelle Chocolates - ITC Windsor,N/A,Desserts,₹800 for two,https://www.zomato.com/bangalore/fabelle-chocolates-itc-windsor-sankey-road-bangalore/info
Koramangala,Om Sai Skanda Dosa Camp,N/A,South Indian,₹150 for two,https://www.zomato.com/bangalore/om-sai-skanda-dosa-camp-ulsoor/info
Koramangala,Cream N Cha,N/A,"Cafe, Fast Food, Beverages, Shake, Desserts",₹400 for two,https://www.zomato.com/bangalore/cream-n-cha-indiranagar-bangalore/info
Koramangala,Tanang Restaurant,N/A,"Naga, Chinese",₹350 for two,https://www.zomato.com/bangalore/tanang-restaurant-hennur-bangalore/info
Koramangala,Bakeyard The Garden Cafe,N/A,"Cafe, Coffee, Continental, Italian, Chinese, Sandwich, Shake, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/bakeyard-the-garden-cafe-varthur-main-road-whitefield-bangalore/info
Koramangala,The Green Door Coffee House,N/A,"Cafe, Coffee, Continental, Beverages",₹650 for two,https://www.zomato.com/bangalore/the-green-door-coffee-house-shanti-nagar-bangalore/info
Koramangala,Barbeque Nation,N/A,"North Indian, BBQ, Kebab, Biryani","₹1,800 for two",https://www.zomato.com/bangalore/barbeque-nation-koramangala-1st-block/info
Koramangala,InAzia - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,N/A,"Asian, Chinese, Thai, Beverages","₹5,000 for two",https://www.zomato.com/bangalore/inazia-sheraton-grand-bengaluru-whitefield-hotel-convention-centre-whitefield-bangalore/info
Koramangala,Lobby Lounge - Sheraton Grand Brigade Gateway,N/A,"Salad, Sandwich, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/lobby-lounge-sheraton-grand-brigade-gateway-malleshwaram-bangalore/info
Koramangala,Andrea's Brasserie,N/A,"Pizza, Pasta, Asian, Salad, Desserts, Sushi, Beverages, Burger","₹2,000 for two",https://www.zomato.com/bangalore/andreas-brasserie-yelahanka-bangalore/info
Koramangala,TBC- Sky Lounge,N/A,"Continental, Italian, Asian, North Indian, South Indian, Biryani, Desserts, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/tbc-sky-lounge-kadubeesanahalli-bangalore/info
Koramangala,Nagavara SOCIAL,N/A,"North Indian, Chinese, Biryani, Pizza, Fast Food, Korean, Shake, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/nagavara-social-nagawara-bangalore/info
Koramangala,Jollygunj,N/A,"North Indian, Asian, Biryani, Alcoholic Beverages, Kebab, Desserts, Rolls, Bar Food","₹2,100 for two",https://www.zomato.com/bangalore/jollygunj-yelahanka-bangalore/info
Koramangala,Chulha Chauki Da Dhaba,N/A,"North Indian, Chinese, Kebab, Mughlai, Biryani, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/chulha-chauki-da-dhaba-indiranagar-bangalore/info
Koramangala,PizzaExpress,N/A,"Pizza, Italian, Salad, Bakery, Coffee, Beverages, Pasta, Cafe","₹1,500 for two",https://www.zomato.com/bangalore/pizzaexpress-kammanahalli-bangalore/info
Koramangala,Nando's- Flame Grilled PERi- PERi Chicken,N/A,"Burger, Healthy Food, Portuguese, Desserts","₹1,100 for two",https://www.zomato.com/bangalore/nandos-flame-grilled-peri-peri-chicken-hebbal-bangalore/info
Koramangala,Street Storyss,N/A,"Modern Indian, Street Food, Asian, Italian, Salad, Chinese, Beverages, Desserts","₹2,500 for two",https://www.zomato.com/bangalore/street-storyss-indiranagar-bangalore/info
Koramangala,Maiz Mexican Kitchen,N/A,"Mexican, Salad, Desserts, Beverages","₹1,100 for two",https://www.zomato.com/bangalore/maiz-mexican-kitchen-indiranagar-bangalore/info
Koramangala,The Rasoiya Street,N/A,"Italian, North Indian, Chinese, Fast Food","₹1,000 for two",https://www.zomato.com/bangalore/the-rasoiya-street-whitefield-bangalore/info
Koramangala,Chilli & Chives,N/A,"Asian, Chinese, Seafood, Beverages, Desserts","₹1,500 for two",https://www.zomato.com/bangalore/chilli-chives-indiranagar-bangalore/info
